stac_id,collect_id,datetime,start_datetime,end_datetime,center_lon,center_lat,platform,constellation,instrument_mode,frequency_band,center_frequency,polarizations,orbit_state,product_type,observation_direction,incidence_angle,azimuth,squint_angle,layover_angle,look_angle,resolution_range,resolution_azimuth,resolution_ground_range,pixel_spacing_range,pixel_spacing_azimuth,image_length,image_width,looks_range,looks_azimuth,orbital_plane,collection_type,super_classe,stac_browser_link
CAPELLA_C13_SP_GEO_HH_20250210042811_20250210042847,2d91e1c9-7dec-495a-88fe-c91afc56ef97,2025-02-10T04:28:29.730887Z,2025-02-10T04:28:11.795950Z,2025-02-10T04:28:47.665824Z,-155.286951715,19.421074565,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,52.1,124.1,0.0,,46.1,0.32,0.56,0.4,0.26,0.26,5043.347612453235,10536.611221898114,1,9,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-02/capella-open-data-2025-02-10/CAPELLA_C13_SP_GEO_HH_20250210042811_20250210042847/CAPELLA_C13_SP_GEO_HH_20250210042811_20250210042847.json
CAPELLA_C13_SP_SLC_HH_20250515012818_20250515012828,7e9c2138-e153-4b48-86c1-e9e68d5e803a,2025-05-15T01:28:22.987678Z,2025-05-15T01:28:21.396551Z,2025-05-15T01:28:24.578806Z,-121.87047976,37.318880955,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,36.6,38.4,0.0,-0.1,33.0,0.22,0.44,0.37,0.34,0.41,5010.804677888144,8167.595408671537,1,1,53,spotlight,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-15/CAPELLA_C13_SP_SLC_HH_20250515012818_20250515012828/CAPELLA_C13_SP_SLC_HH_20250515012818_20250515012828.json
CAPELLA_C13_SP_GEO_HH_20250416051634_20250416051645,1133870a-238d-4891-8d1a-6931ebe7a023,2025-04-16T05:16:40.237448Z,2025-04-16T05:16:34.290574Z,2025-04-16T05:16:46.184323Z,-155.286952135,19.42107434,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,52.1,124.2,0.0,0.0,46.1,0.32,0.56,0.4,0.26,0.26,5043.361777250977,10537.53303956207,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-04/capella-open-data-2025-04-16/CAPELLA_C13_SP_GEO_HH_20250416051634_20250416051645/CAPELLA_C13_SP_GEO_HH_20250416051634_20250416051645.json
CAPELLA_C14_SP_GEO_HH_20240712141452_20240712141526,b730b103-0455-4473-9176-341f4fd6b799,2024-07-12T14:15:08.534332Z,2024-07-12T14:14:51.584904Z,2024-07-12T14:15:25.483761Z,-121.515446155,39.533459015000005,capella-14,capella,spotlight,X,9.65,HH,ascending,GEO,right,48.8,350.9,0.0,,43.5,0.38,0.56,0.51,0.32,0.32,4980.588668236534,4907.548113341998,1,9,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-07/capella-open-data-2024-07-12/CAPELLA_C14_SP_GEO_HH_20240712141452_20240712141526/CAPELLA_C14_SP_GEO_HH_20240712141452_20240712141526.json
CAPELLA_C03_SP_GEO_HH_20210708133748_20210708133811,0fad3421-0373-4fb3-b5f3-4edbc46683ec,2021-07-08T13:37:59.912772Z,2021-07-08T13:37:48.136756Z,2021-07-08T13:38:11.688789Z,118.57671313,-20.41585654,capella-3,capella,spotlight,X,9.65,HH,ascending,GEO,left,36.9,78.9,-0.1,,33.7,0.44,0.64,0.73,0.35,0.35,22329.0,22504.0,1,9,97,spotlight_legacy,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2021/capella-open-data-2021-07/capella-open-data-2021-07-08/CAPELLA_C03_SP_GEO_HH_20210708133748_20210708133811/CAPELLA_C03_SP_GEO_HH_20210708133748_20210708133811.json
CAPELLA_C09_SP_GEO_HH_20230725072736_20230725072802,90ad1696-ae40-4f89-9fe5-a327aafc2174,2023-07-25T07:27:49.372482Z,2023-07-25T07:27:36.669975Z,2023-07-25T07:28:02.074990Z,132.38598838,-14.51206461,capella-9,capella,spotlight,X,9.65,HH,descending,GEO,left,26.8,223.4,0.0,,24.4,0.38,0.56,0.85,0.35,0.35,5037.143614978544,5144.060391497554,1,9,45,spotlight_legacy,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2023/capella-open-data-2023-07/capella-open-data-2023-07-25/CAPELLA_C09_SP_GEO_HH_20230725072736_20230725072802/CAPELLA_C09_SP_GEO_HH_20230725072736_20230725072802.json
CAPELLA_C13_SP_GEO_HH_20241211054815_20241211054824,780493dc-ba1a-4e09-a5e3-f0a5d7cf9e2b,2024-12-11T05:48:19.352828Z,2024-12-11T05:48:14.879147Z,2024-12-11T05:48:23.826510Z,122.23588437,-21.7545008,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,29.3,128.5,-0.2,,26.5,0.32,0.56,0.65,0.41,0.41,5029.550604675122,5073.913648592486,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-12/capella-open-data-2024-12-11/CAPELLA_C13_SP_GEO_HH_20241211054815_20241211054824/CAPELLA_C13_SP_GEO_HH_20241211054815_20241211054824.json
CAPELLA_C14_SP_SLC_HH_20240703155839_20240703155908,4b2d7d10-0d8a-463a-a234-9c8378f41f70,2024-07-03T15:58:54.368874Z,2024-07-03T15:58:40.239418Z,2024-07-03T15:59:08.498331Z,-155.286631565,19.404798855000003,capella-14,capella,spotlight,X,9.65,HH,ascending,SLC,left,35.9,133.9,0.0,,32.4,0.32,0.05,0.54,0.5,0.05,5010.148732022824,4999.447998452042,1,1,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-07/capella-open-data-2024-07-03/CAPELLA_C14_SP_SLC_HH_20240703155839_20240703155908/CAPELLA_C14_SP_SLC_HH_20240703155839_20240703155908.json
CAPELLA_C13_SP_GEO_HH_20251012125407_20251012125417,22589580-a203-44cc-984a-246ed71ced08,2025-10-12T12:54:12.618259Z,2025-10-12T12:54:07.812169Z,2025-10-12T12:54:17.424350Z,-118.0725476,34.832668385,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,right,37.3,318.9,0.0,0.1,33.6,0.32,0.56,0.52,0.34,0.34,5011.30393666176,10012.722969367604,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-10/capella-open-data-2025-10-12/CAPELLA_C13_SP_GEO_HH_20251012125407_20251012125417/CAPELLA_C13_SP_GEO_HH_20251012125407_20251012125417.json
CAPELLA_C09_SP_SLC_HH_20231018213235_20231018213304,d40ba4c7-eefa-45fc-8ce0-fc3a7256a97a,2023-10-18T21:32:49.469849Z,2023-10-18T21:32:47.856679Z,2023-10-18T21:32:51.083019Z,118.77070802,-23.18427795,capella-9,capella,spotlight,X,9.65,HH,descending,SLC,left,40.4,217.6,0.0,,36.4,0.27,0.44,0.41,0.37,0.41,5015.060624497988,5153.706599861203,1,1,45,spotlight_legacy,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2023/capella-open-data-2023-10/capella-open-data-2023-10-18/CAPELLA_C09_SP_SLC_HH_20231018213235_20231018213304/CAPELLA_C09_SP_SLC_HH_20231018213235_20231018213304.json
CAPELLA_C13_SP_SLC_HH_20250127201350_20250127201401,f11d79af-3892-4e46-bbf4-5f517e108ec3,2025-01-27T20:13:56.029235Z,2025-01-27T20:13:50.310550Z,2025-01-27T20:14:01.747921Z,-155.28313929,19.394654170000003,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,left,49.8,235.6,0.0,,44.2,0.22,0.15,0.29,0.27,0.14,5010.6871489877885,4999.703135923122,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-01/capella-open-data-2025-01-27/CAPELLA_C13_SP_SLC_HH_20250127201350_20250127201401/CAPELLA_C13_SP_SLC_HH_20250127201350_20250127201401.json
CAPELLA_C13_SP_SLC_HH_20250218080259_20250218080309,5124940c-aec8-45b5-9d61-aa0817cfc485,2025-02-18T08:03:04.640768Z,2025-02-18T08:02:59.858697Z,2025-02-18T08:03:09.422840Z,-121.87084526,37.318445645,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,36.6,39.0,-0.1,,33.0,0.22,0.15,0.38,0.35,0.14,5016.004037714705,7999.835192403094,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-02/capella-open-data-2025-02-18/CAPELLA_C13_SP_SLC_HH_20250218080259_20250218080309/CAPELLA_C13_SP_SLC_HH_20250218080259_20250218080309.json
CAPELLA_C13_SP_GEO_HH_20250319104616_20250319104655,b51621fc-fe32-4bdd-8f3b-9f250da60468,2025-03-19T10:46:36.613932Z,2025-03-19T10:46:17.190476Z,2025-03-19T10:46:56.037389Z,147.29319917499998,-42.986291805,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,left,54.6,201.9,0.0,0.1,48.0,0.32,0.56,0.39,0.25,0.25,4952.434865108997,5150.172862089233,1,9,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-03/capella-open-data-2025-03-19/CAPELLA_C13_SP_GEO_HH_20250319104616_20250319104655/CAPELLA_C13_SP_GEO_HH_20250319104616_20250319104655.json
CAPELLA_C13_SP_GEO_HH_20250421131411_20250421131424,5a745e3a-b529-48cc-81ba-beb0b0c0c85d,2025-04-21T13:14:17.658859Z,2025-04-21T13:14:11.267054Z,2025-04-21T13:14:24.050664Z,-155.286256595,19.42142371,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,55.8,50.1,0.0,0.0,49.1,0.32,0.56,0.38,0.25,0.25,4981.668016035742,10088.56308439828,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-04/capella-open-data-2025-04-21/CAPELLA_C13_SP_GEO_HH_20250421131411_20250421131424/CAPELLA_C13_SP_GEO_HH_20250421131411_20250421131424.json
CAPELLA_C09_SP_GEO_HH_20240106121258_20240106121329,c6919c29-0301-4b06-95bf-85b11b982cc0,2024-01-06T12:13:13.987396Z,2024-01-06T12:12:58.835265Z,2024-01-06T12:13:29.139527Z,118.77076918,-23.183944675,capella-9,capella,spotlight,X,9.65,HH,descending,GEO,left,45.5,217.1,0.0,,41.0,0.38,0.56,0.53,0.34,0.34,5009.108769796667,5059.191194929626,1,9,45,spotlight_legacy,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-01/capella-open-data-2024-01-06/CAPELLA_C09_SP_GEO_HH_20240106121258_20240106121329/CAPELLA_C09_SP_GEO_HH_20240106121258_20240106121329.json
CAPELLA_C05_SP_SLC_VV_20220531093320_20220531093322,3a9f212e-fc6a-41c2-9616-9deba73172d6,2022-05-31T09:33:21.782162Z,2022-05-31T09:33:20.639917Z,2022-05-31T09:33:22.924408Z,-118.07848738,34.80102239,capella-5,capella,spotlight,X,9.65,VV,ascending,SLC,left,29.2,49.4,0.0,,26.9,0.38,0.5,0.78,0.51,0.42,5060.822620577455,4996.902844387978,1,1,97,spotlight_legacy,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2022/capella-open-data-2022-05/capella-open-data-2022-05-31/CAPELLA_C05_SP_SLC_VV_20220531093320_20220531093322/CAPELLA_C05_SP_SLC_VV_20220531093320_20220531093322.json
CAPELLA_C13_SP_GEO_HH_20250111010515_20250111010520,90ea4fd8-7701-47cc-8599-9769b16e0ac6,2025-01-11T01:05:17.988782Z,2025-01-11T01:05:15.907996Z,2025-01-11T01:05:20.069569Z,-155.28626035,19.421427835,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,55.8,49.8,-0.1,,49.1,0.32,1.67,0.38,0.25,0.25,4980.458782954442,10088.655175628404,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-01/capella-open-data-2025-01-11/CAPELLA_C13_SP_GEO_HH_20250111010515_20250111010520/CAPELLA_C13_SP_GEO_HH_20250111010515_20250111010520.json
CAPELLA_C13_SP_GEO_HH_20250409140730_20250409140739,a5e0d10e-e4ef-4b4e-b359-c64d37cde6e3,2025-04-09T14:07:34.418442Z,2025-04-09T14:07:29.642400Z,2025-04-09T14:07:39.194485Z,-121.87045164,37.318960790000006,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,36.6,39.0,0.0,-0.1,33.0,0.32,0.56,0.53,0.34,0.34,5010.822098881451,8190.263507240059,1,3,53,spotlight,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-04/capella-open-data-2025-04-09/CAPELLA_C13_SP_GEO_HH_20250409140730_20250409140739/CAPELLA_C13_SP_GEO_HH_20250409140730_20250409140739.json
CAPELLA_C13_SP_SLC_HH_20250405124054_20250405124103,72054a2e-a7e5-4ad5-a76a-0cc5fd34bfd3,2025-04-05T12:40:59.280096Z,2025-04-05T12:40:57.789876Z,2025-04-05T12:41:00.770317Z,122.235859125,-21.754453265,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,29.3,128.4,0.0,-0.2,26.5,0.22,0.44,0.45,0.42,0.41,5029.673978495739,5075.5650373204535,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-04/capella-open-data-2025-04-05/CAPELLA_C13_SP_SLC_HH_20250405124054_20250405124103/CAPELLA_C13_SP_SLC_HH_20250405124054_20250405124103.json
CAPELLA_C09_SP_GEO_HH_20240920060849_20240920060922,0965180a-ce62-409c-b1fa-32a11d0575ee,2024-09-20T06:09:05.309472Z,2024-09-20T06:08:48.954320Z,2024-09-20T06:09:21.664625Z,132.911391515,-12.68422345,capella-9,capella,spotlight,X,9.65,HH,ascending,GEO,left,54.9,136.6,-0.3,,49.2,0.38,0.56,0.46,0.3,0.3,5003.151208209765,5164.957145436041,1,9,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-09/capella-open-data-2024-09-20/CAPELLA_C09_SP_GEO_HH_20240920060849_20240920060922/CAPELLA_C09_SP_GEO_HH_20240920060849_20240920060922.json
CAPELLA_C10_SP_SLC_HH_20240501111442_20240501111510,0e866bf5-faf4-4d53-b5fc-267281af8c36,2024-05-01T11:14:56.221404Z,2024-05-01T11:14:42.499489Z,2024-05-01T11:15:09.943320Z,136.834563565,-30.42982833,capella-10,capella,spotlight,X,9.65,HH,descending,SLC,left,38.4,210.7,0.0,,34.8,0.32,0.05,0.51,0.48,0.05,5011.243645420982,5000.188873002955,1,1,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-05/capella-open-data-2024-05-01/CAPELLA_C10_SP_SLC_HH_20240501111442_20240501111510/CAPELLA_C10_SP_SLC_HH_20240501111442_20240501111510.json
CAPELLA_C13_SP_GEO_HH_20250103212210_20250103212213,538ac226-97c2-42bc-9a3c-d25033caf911,2025-01-03T21:22:11.759396Z,2025-01-03T21:22:10.269264Z,2025-01-03T21:22:13.249529Z,122.2360309,-21.75462023,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,29.3,128.5,-0.2,,26.5,0.32,1.67,0.65,0.42,0.42,5028.433719588305,5072.943247567195,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-01/capella-open-data-2025-01-03/CAPELLA_C13_SP_GEO_HH_20250103212210_20250103212213/CAPELLA_C13_SP_GEO_HH_20250103212210_20250103212213.json
CAPELLA_C13_SP_GEO_HH_20250602122419_20250602122431,c5d3ba19-5a4e-409e-97da-832ee10d29e8,2025-06-02T12:24:25.841571Z,2025-06-02T12:24:19.895349Z,2025-06-02T12:24:31.787794Z,-155.28690039,19.42103792,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,52.1,124.2,0.0,0.0,46.1,0.32,0.56,0.4,0.26,0.26,5043.379901389248,10212.86813635568,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-06/capella-open-data-2025-06-02/CAPELLA_C13_SP_GEO_HH_20250602122419_20250602122431/CAPELLA_C13_SP_GEO_HH_20250602122419_20250602122431.json
CAPELLA_C13_SP_SLC_HH_20250830031430_20250830031509,8e9d0601-e0cc-4189-93b8-1ebcaca6e2fe,2025-08-30T03:14:50.385384Z,2025-08-30T03:14:30.955542Z,2025-08-30T03:15:09.815226Z,-118.240042945,34.07353347,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,50.0,129.0,0.0,0.1,44.4,0.27,0.05,0.35,0.33,0.04,5010.755505663321,4999.729554638901,1,1,53,spotlight_ultra,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-08/capella-open-data-2025-08-30/CAPELLA_C13_SP_SLC_HH_20250830031430_20250830031509/CAPELLA_C13_SP_SLC_HH_20250830031430_20250830031509.json
CAPELLA_C02_SP_SLC_HH_20210721190229_20210721190232,f1b008c4-2152-4860-8b1b-7e75246d2f9c,2021-07-21T19:02:30.699416Z,2021-07-21T19:02:17.131711Z,2021-07-21T19:02:44.267121Z,-74.037519145,40.659079505,capella-2,capella,spotlight,X,9.65,HH,descending,SLC,right,40.8,10.2,0.0,,37.0,0.32,0.05,0.49,0.46,0.05,5011.743794180233,4999.851151634988,1,1,45,spotlight_legacy,costa,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2021/capella-open-data-2021-07/capella-open-data-2021-07-21/CAPELLA_C02_SP_SLC_HH_20210721190229_20210721190232/CAPELLA_C02_SP_SLC_HH_20210721190229_20210721190232.json
CAPELLA_C10_SP_SLC_HH_20240816135249_20240816135316,fd6991a2-dabb-405d-942b-57202abc9610,2024-08-16T13:53:02.785920Z,2024-08-16T13:52:49.443824Z,2024-08-16T13:53:16.128017Z,136.83456535,-30.42982928,capella-10,capella,spotlight,X,9.65,HH,descending,SLC,left,39.0,210.2,0.0,,35.5,0.32,0.05,0.51,0.48,0.05,5011.47874818876,4999.855246126108,1,1,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-08/capella-open-data-2024-08-16/CAPELLA_C10_SP_SLC_HH_20240816135249_20240816135316/CAPELLA_C10_SP_SLC_HH_20240816135249_20240816135316.json
CAPELLA_C14_SP_SLC_HH_20240711063805_20240711063817,190d0380-c7da-4bd7-995e-51575230253c,2024-07-11T06:38:11.649990Z,2024-07-11T06:38:05.633425Z,2024-07-11T06:38:17.666555Z,118.77094328,-23.18294236,capella-14,capella,spotlight,X,9.65,HH,descending,SLC,right,52.8,46.8,0.0,,46.7,0.27,0.15,0.34,0.32,0.14,5010.520023397721,4999.802540283821,1,1,45,spotlight_legacy,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-07/capella-open-data-2024-07-11/CAPELLA_C14_SP_SLC_HH_20240711063805_20240711063817/CAPELLA_C14_SP_SLC_HH_20240711063805_20240711063817.json
CAPELLA_C14_SP_SLC_HH_20240820002330_20240820002404,eb62db94-e041-4b2f-bb13-c9d0f75c0806,2024-08-20T00:23:47.169697Z,2024-08-20T00:23:30.009488Z,2024-08-20T00:24:04.329906Z,-121.5157808,39.534402245,capella-14,capella,spotlight,X,9.65,HH,descending,SLC,right,49.3,9.7,0.0,,43.9,0.32,0.05,0.42,0.4,0.05,5010.823962247081,4999.393244793862,1,1,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-08/capella-open-data-2024-08-20/CAPELLA_C14_SP_SLC_HH_20240820002330_20240820002404/CAPELLA_C14_SP_SLC_HH_20240820002330_20240820002404.json
CAPELLA_C09_SP_SLC_HH_20231209234354_20231209234423,2a49fa2c-9e0a-4a22-8331-a55f2ea1dedf,2023-12-09T23:44:08.813903Z,2023-12-09T23:44:07.169947Z,2023-12-09T23:44:10.457859Z,118.77072763,-23.18425425,capella-9,capella,spotlight,X,9.65,HH,descending,SLC,left,42.3,217.2,0.0,,38.1,0.27,0.44,0.39,0.36,0.41,5011.744035988655,5065.089041557963,1,1,45,spotlight_legacy,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2023/capella-open-data-2023-12/capella-open-data-2023-12-09/CAPELLA_C09_SP_SLC_HH_20231209234354_20231209234423/CAPELLA_C09_SP_SLC_HH_20231209234354_20231209234423.json
CAPELLA_C13_SP_GEO_HH_20250511194358_20250511194407,56c8be57-6b9d-496a-88b1-914bc9351483,2025-05-11T19:44:03.057762Z,2025-05-11T19:43:58.250360Z,2025-05-11T19:44:07.865164Z,-118.072906465,34.833002109999995,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,right,37.3,318.9,0.0,0.1,33.6,0.32,0.56,0.52,0.34,0.34,5010.947566087915,10009.528155080054,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-11/CAPELLA_C13_SP_GEO_HH_20250511194358_20250511194407/CAPELLA_C13_SP_GEO_HH_20250511194358_20250511194407.json
CAPELLA_C13_SP_SLC_HH_20250211073941_20250211073950,0550e18b-8bce-4a55-bd07-2954a005b587,2025-02-11T07:39:45.947887Z,2025-02-11T07:39:41.467035Z,2025-02-11T07:39:50.428739Z,122.235942055,-21.75445213,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,29.3,128.5,-0.2,,26.5,0.22,0.15,0.46,0.43,0.14,5022.366962564229,4999.410209852684,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-02/capella-open-data-2025-02-11/CAPELLA_C13_SP_SLC_HH_20250211073941_20250211073950/CAPELLA_C13_SP_SLC_HH_20250211073941_20250211073950.json
CAPELLA_C13_SP_GEO_HH_20250526211515_20250526211524,7ed2a358-f6ac-4ce2-8fb3-deca396fd30e,2025-05-26T21:15:19.655627Z,2025-05-26T21:15:14.879777Z,2025-05-26T21:15:24.431478Z,-121.87045169,37.31896086,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,36.6,38.4,0.0,-0.1,33.0,0.32,0.56,0.53,0.34,0.34,5010.825300596774,8190.4982024706915,1,3,53,spotlight,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-26/CAPELLA_C13_SP_GEO_HH_20250526211515_20250526211524/CAPELLA_C13_SP_GEO_HH_20250526211515_20250526211524.json
CAPELLA_C13_SP_SLC_HH_20251112022441_20251112022453,f1e3c4b6-a64f-466a-900b-cec64250a0eb,2025-11-12T02:24:47.676882Z,2025-11-12T02:24:45.695697Z,2025-11-12T02:24:49.658068Z,-155.28616874,19.420575615,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,52.1,124.2,0.0,0.0,46.1,0.22,0.44,0.28,0.26,0.41,5042.676290309952,10049.452929068591,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-11/capella-open-data-2025-11-12/CAPELLA_C13_SP_SLC_HH_20251112022441_20251112022453/CAPELLA_C13_SP_SLC_HH_20251112022441_20251112022453.json
CAPELLA_C14_SP_SLC_HH_20240701201753_20240701201804,613ad8dd-ac3d-45ad-93a8-cbae645513e5,2024-07-01T20:17:58.983489Z,2024-07-01T20:17:53.895642Z,2024-07-01T20:18:04.071336Z,118.77106197,-23.18293413,capella-14,capella,spotlight,X,9.65,HH,ascending,SLC,right,42.1,314.7,0.0,,37.8,0.27,0.15,0.4,0.38,0.14,5013.355092105543,4999.875978601379,1,1,45,spotlight_legacy,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-07/capella-open-data-2024-07-01/CAPELLA_C14_SP_SLC_HH_20240701201753_20240701201804/CAPELLA_C14_SP_SLC_HH_20240701201753_20240701201804.json
CAPELLA_C13_SP_GEO_HH_20250803084123_20250803084157,9a83749e-29b4-480a-995e-d85013d9d827,2025-08-03T08:41:40.130632Z,2025-08-03T08:41:23.244569Z,2025-08-03T08:41:57.016696Z,131.034837885,-25.346154135,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,left,47.6,227.4,0.0,0.2,42.3,0.32,0.56,0.43,0.28,0.28,4996.548974904145,10093.802697259653,1,9,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-08/capella-open-data-2025-08-03/CAPELLA_C13_SP_GEO_HH_20250803084123_20250803084157/CAPELLA_C13_SP_GEO_HH_20250803084123_20250803084157.json
