stac_id,collect_id,datetime,start_datetime,end_datetime,center_lon,center_lat,platform,constellation,instrument_mode,frequency_band,center_frequency,polarizations,orbit_state,product_type,observation_direction,incidence_angle,azimuth,squint_angle,layover_angle,look_angle,resolution_range,resolution_azimuth,resolution_ground_range,pixel_spacing_range,pixel_spacing_azimuth,image_length,image_width,looks_range,looks_azimuth,orbital_plane,collection_type,super_classe,stac_browser_link
CAPELLA_C13_SP_SLC_HH_20250328182033_20250328182042,f4562d0f-3019-41df-82d8-9152350035b4,2025-03-28T18:20:38.225680Z,2025-03-28T18:20:36.634413Z,2025-03-28T18:20:39.816947Z,-121.870479495,37.31888148,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,36.6,38.4,0.0,-0.1,32.9,0.22,0.44,0.37,0.34,0.41,5010.79032379349,8171.947228171144,1,1,53,spotlight,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-03/capella-open-data-2025-03-28/CAPELLA_C13_SP_SLC_HH_20250328182033_20250328182042/CAPELLA_C13_SP_SLC_HH_20250328182033_20250328182042.json
CAPELLA_C13_SP_SLC_HH_20250319173551_20250319173630,04b18ca4-3f64-4a29-8e8e-5dc024970f39,2025-03-19T17:36:10.946419Z,2025-03-19T17:35:51.053132Z,2025-03-19T17:36:30.839706Z,148.84814872,-23.492217525,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,right,50.9,305.5,0.0,-0.2,45.1,0.27,0.05,0.34,0.32,0.04,5010.917624442547,4999.661502783255,1,1,53,spotlight_ultra,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-03/capella-open-data-2025-03-19/CAPELLA_C13_SP_SLC_HH_20250319173551_20250319173630/CAPELLA_C13_SP_SLC_HH_20250319173551_20250319173630.json
CAPELLA_C10_SP_SLC_HH_20230608045930_20230608050001,75a11bbf-0259-4dfe-bd22-083274da5df6,2023-06-08T04:59:46.062155Z,2023-06-08T04:59:44.375324Z,2023-06-08T04:59:47.748986Z,118.770736395,-23.18424806,capella-10,capella,spotlight,X,9.65,HH,descending,SLC,left,43.1,217.2,0.0,,38.7,0.27,0.45,0.39,0.35,0.41,5009.5688011616985,5097.835487389022,1,1,45,spotlight_legacy,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2023/capella-open-data-2023-06/capella-open-data-2023-06-08/CAPELLA_C10_SP_SLC_HH_20230608045930_20230608050001/CAPELLA_C10_SP_SLC_HH_20230608045930_20230608050001.json
CAPELLA_C13_SP_GEO_HH_20250817190334_20250817190347,b0cefb53-d8ca-402a-a866-56a6bf096b87,2025-08-17T19:03:41.316498Z,2025-08-17T19:03:34.925380Z,2025-08-17T19:03:47.707616Z,-155.28623599,19.42144076,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,55.8,49.7,0.0,0.0,49.1,0.32,0.56,0.38,0.25,0.25,4981.659853935514,10090.252045632948,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-08/capella-open-data-2025-08-17/CAPELLA_C13_SP_GEO_HH_20250817190334_20250817190347/CAPELLA_C13_SP_GEO_HH_20250817190334_20250817190347.json
CAPELLA_C09_SP_SLC_HH_20240913012338_20240913012403,643794f4-60a4-482f-ab52-baf66c4fdb29,2024-09-13T01:23:50.054696Z,2024-09-13T01:23:37.575346Z,2024-09-13T01:24:02.534047Z,136.83456993,-30.429833535,capella-9,capella,spotlight,X,9.65,HH,descending,SLC,left,35.0,210.4,0.0,,32.0,0.32,0.05,0.56,0.52,0.05,5011.220488040581,4999.206318193546,1,1,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-09/capella-open-data-2024-09-13/CAPELLA_C09_SP_SLC_HH_20240913012338_20240913012403/CAPELLA_C09_SP_SLC_HH_20240913012338_20240913012403.json
CAPELLA_C10_SP_SLC_HH_20231128045140_20231128045212,6f59af76-7e57-4a04-a952-dcc7b0288f26,2023-11-28T04:51:56.607477Z,2023-11-28T04:51:54.869654Z,2023-11-28T04:51:58.345301Z,118.77076013,-23.184221415000003,capella-10,capella,spotlight,X,9.65,HH,descending,SLC,left,45.4,216.9,0.0,,40.7,0.27,0.44,0.37,0.34,0.41,5005.713539886594,5117.95733471687,1,1,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2023/capella-open-data-2023-11/capella-open-data-2023-11-28/CAPELLA_C10_SP_SLC_HH_20231128045140_20231128045212/CAPELLA_C10_SP_SLC_HH_20231128045140_20231128045212.json
CAPELLA_C13_SP_GEO_HH_20251030164154_20251030164207,f5bb05fa-ff6b-4a01-9a0d-e8b56367d472,2025-10-30T16:42:01.191637Z,2025-10-30T16:41:54.799539Z,2025-10-30T16:42:07.583735Z,-155.28625670000002,19.421423765,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,55.8,49.7,0.0,0.0,49.1,0.32,0.56,0.38,0.25,0.25,4981.62972085368,10088.50205017117,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-10/capella-open-data-2025-10-30/CAPELLA_C13_SP_GEO_HH_20251030164154_20251030164207/CAPELLA_C13_SP_GEO_HH_20251030164154_20251030164207.json
CAPELLA_C13_SP_GEO_HH_20250214063625_20250214063634,75dd52a5-4d20-4cb6-ab21-b2fd9b2898ed,2025-02-14T06:36:30.079577Z,2025-02-14T06:36:25.606386Z,2025-02-14T06:36:34.552768Z,122.235884145,-21.754501105,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,29.3,128.2,-0.2,,26.5,0.32,0.56,0.65,0.41,0.41,5029.733514071391,5074.59307538554,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-02/capella-open-data-2025-02-14/CAPELLA_C13_SP_GEO_HH_20250214063625_20250214063634/CAPELLA_C13_SP_GEO_HH_20250214063625_20250214063634.json
CAPELLA_C13_SP_GEO_HH_20250827054937_20250827054949,6939cadf-2ba4-41a3-a813-f1e080adc241,2025-08-27T05:49:43.572820Z,2025-08-27T05:49:37.626503Z,2025-08-27T05:49:49.519138Z,-155.28690047499998,19.421037845,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,52.1,124.2,0.0,0.1,46.1,0.32,0.56,0.4,0.26,0.26,5043.351714524915,10212.910435898171,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-08/capella-open-data-2025-08-27/CAPELLA_C13_SP_GEO_HH_20250827054937_20250827054949/CAPELLA_C13_SP_GEO_HH_20250827054937_20250827054949.json
CAPELLA_C13_SP_SLC_HH_20251004021117_20251004021130,754abe09-322c-462d-9bf3-bd8cf2d6e731,2025-10-04T02:11:24.269409Z,2025-10-04T02:11:22.139836Z,2025-10-04T02:11:26.398982Z,-155.28628579,19.421483465,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,55.8,49.7,0.0,0.0,49.1,0.22,0.44,0.27,0.25,0.41,4981.001011060485,10197.6749339055,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-10/capella-open-data-2025-10-04/CAPELLA_C13_SP_SLC_HH_20251004021117_20251004021130/CAPELLA_C13_SP_SLC_HH_20251004021117_20251004021130.json
CAPELLA_C08_SP_SLC_VV_20230106110004_20230106110028,8486abef-9a2c-44e8-9432-552f4e330419,2023-01-06T11:00:16.483514Z,2023-01-06T11:00:04.919224Z,2023-01-06T11:00:28.047805Z,-6.047422085,36.8990195,capella-8,capella,spotlight,X,9.65,VV,descending,SLC,left,36.6,283.3,0.0,,33.5,0.32,0.05,0.53,0.5,0.05,5046.117096476038,4999.331614543991,1,1,97,spotlight_legacy,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2023/capella-open-data-2023-01/capella-open-data-2023-01-06/CAPELLA_C08_SP_SLC_VV_20230106110004_20230106110028/CAPELLA_C08_SP_SLC_VV_20230106110004_20230106110028.json
CAPELLA_C13_SP_GEO_HH_20251015215814_20251015215826,7c6cf576-442c-4227-b7c3-8d7003a61b19,2025-10-15T21:58:20.665857Z,2025-10-15T21:58:14.273651Z,2025-10-15T21:58:27.058063Z,-155.28625667,19.421424055,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,55.8,49.7,0.0,0.0,49.1,0.32,0.56,0.38,0.25,0.25,4981.632279546772,10089.385166410488,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-10/capella-open-data-2025-10-15/CAPELLA_C13_SP_GEO_HH_20251015215814_20251015215826/CAPELLA_C13_SP_GEO_HH_20251015215814_20251015215826.json
CAPELLA_C14_SP_GEO_HH_20240721103935_20240721104009,064043d5-e571-4eab-b9bb-c67341c0b672,2024-07-21T10:39:52.478801Z,2024-07-21T10:39:35.533901Z,2024-07-21T10:40:09.423702Z,-121.515665645,39.534500835,capella-14,capella,spotlight,X,9.65,HH,ascending,GEO,right,48.9,350.5,0.0,,43.5,0.38,0.56,0.51,0.32,0.32,4980.765881185835,4903.756115976687,1,9,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-07/capella-open-data-2024-07-21/CAPELLA_C14_SP_GEO_HH_20240721103935_20240721104009/CAPELLA_C14_SP_GEO_HH_20240721103935_20240721104009.json
CAPELLA_C13_SP_SLC_HH_20250310175230_20250310175240,43a12388-aaf3-42d6-a9dc-0b27c35f271e,2025-03-10T17:52:35.425870Z,2025-03-10T17:52:33.825426Z,2025-03-10T17:52:37.026315Z,-118.07288266,34.833173225,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,right,37.2,318.9,0.1,,33.5,0.22,0.44,0.37,0.34,0.41,5011.307274249566,10069.093168964851,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-03/capella-open-data-2025-03-10/CAPELLA_C13_SP_SLC_HH_20250310175230_20250310175240/CAPELLA_C13_SP_SLC_HH_20250310175230_20250310175240.json
CAPELLA_C14_SP_SLC_HH_20240809044501_20240809044511,518649ba-eea6-4bbf-badd-cc2b95527e6c,2024-08-09T04:45:05.798898Z,2024-08-09T04:45:00.719023Z,2024-08-09T04:45:10.878773Z,118.771061975,-23.182934105,capella-14,capella,spotlight,X,9.65,HH,ascending,SLC,right,42.5,315.1,0.0,,38.1,0.27,0.15,0.4,0.38,0.14,5011.719281286018,4999.8892046553065,1,1,45,spotlight_legacy,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-08/capella-open-data-2024-08-09/CAPELLA_C14_SP_SLC_HH_20240809044501_20240809044511/CAPELLA_C14_SP_SLC_HH_20240809044501_20240809044511.json
CAPELLA_C10_SP_GEO_HH_20240509150102_20240509150132,15feee38-0379-4a67-b447-c70d4d5de01b,2024-05-09T15:01:17.442776Z,2024-05-09T15:01:02.978230Z,2024-05-09T15:01:31.907323Z,-75.52301894,35.268597355,capella-10,capella,spotlight,X,9.65,HH,descending,GEO,right,42.6,22.5,0.1,,38.4,0.38,0.56,0.56,0.36,0.36,5003.369209986392,5141.657416584016,1,9,45,spotlight_legacy,costa,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-05/capella-open-data-2024-05-09/CAPELLA_C10_SP_GEO_HH_20240509150102_20240509150132/CAPELLA_C10_SP_GEO_HH_20240509150102_20240509150132.json
CAPELLA_C13_SP_SLC_HH_20250820144032_20250820144041,74036906-a5dd-4223-b508-8c85c23c1e16,2025-08-20T14:40:37.080406Z,2025-08-20T14:40:35.489199Z,2025-08-20T14:40:38.671614Z,-121.87047965,37.318881275,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,36.6,38.5,0.0,-0.1,33.0,0.22,0.44,0.37,0.34,0.41,5010.760280123801,8169.510538161092,1,1,53,spotlight,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-08/capella-open-data-2025-08-20/CAPELLA_C13_SP_SLC_HH_20250820144032_20250820144041/CAPELLA_C13_SP_SLC_HH_20250820144032_20250820144041.json
CAPELLA_C13_SP_SLC_HH_20250307145919_20250307145958,7ef07ca9-51ea-48af-a3a3-5e76db0d5c79,2025-03-07T14:59:39.245339Z,2025-03-07T14:59:37.098952Z,2025-03-07T14:59:41.391726Z,147.29301514500003,-42.986479,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,left,54.6,202.0,0.0,0.1,48.0,0.22,0.44,0.27,0.25,0.41,4951.465784341975,5194.259090199527,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-03/capella-open-data-2025-03-07/CAPELLA_C13_SP_SLC_HH_20250307145919_20250307145958/CAPELLA_C13_SP_SLC_HH_20250307145919_20250307145958.json
CAPELLA_C13_SP_GEO_VV_20250906221949_20250906222033,0bfdb01b-61a3-49b2-9f7a-960ad657e1db,2025-09-06T22:20:10.524124Z,2025-09-06T22:19:48.809987Z,2025-09-06T22:20:32.238262Z,-77.503618055,43.13909779,capella-13,capella,spotlight,X,9.6,VV,ascending,GEO,left,56.3,133.7,0.0,0.1,49.4,0.32,0.28,0.38,0.2,0.2,5066.011027478035,5085.199969726018,1,5,53,spotlight_ultra,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-09/capella-open-data-2025-09-06/CAPELLA_C13_SP_GEO_VV_20250906221949_20250906222033/CAPELLA_C13_SP_GEO_VV_20250906221949_20250906222033.json
CAPELLA_C13_SP_GEO_HH_20250727161902_20250727161912,374ddf6d-eaa9-4d32-b8f6-247a2266d108,2025-07-27T16:19:07.856374Z,2025-07-27T16:19:03.049634Z,2025-07-27T16:19:12.663115Z,-118.072905145,34.833003309999995,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,right,37.3,318.9,0.0,0.1,33.5,0.32,0.56,0.52,0.34,0.34,5011.33717103788,10012.965558673131,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-07/capella-open-data-2025-07-27/CAPELLA_C13_SP_GEO_HH_20250727161902_20250727161912/CAPELLA_C13_SP_GEO_HH_20250727161902_20250727161912.json
CAPELLA_C13_SP_SLC_HH_20241126110432_20241126110441,914a2ede-7e07-41bd-9144-81bb07bd5871,2024-11-26T11:04:37.090513Z,2024-11-26T11:04:32.611944Z,2024-11-26T11:04:41.569082Z,122.235941775,-21.75445189,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,29.3,128.4,-0.2,,26.5,0.22,0.15,0.46,0.43,0.14,5021.986286183634,4999.838250095923,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-11/capella-open-data-2024-11-26/CAPELLA_C13_SP_SLC_HH_20241126110432_20241126110441/CAPELLA_C13_SP_SLC_HH_20241126110432_20241126110441.json
CAPELLA_C13_SP_GEO_HH_20241203044015_20241203044025,1ee8a959-8610-407d-97e8-8b4df2aaf7b4,2024-12-03T04:40:21.141080Z,2024-12-03T04:40:16.333936Z,2024-12-03T04:40:25.948224Z,-118.072904935,34.833003135,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,right,37.3,318.8,0.1,,33.6,0.32,0.56,0.52,0.34,0.34,5011.291920656064,10008.963194966764,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-12/capella-open-data-2024-12-03/CAPELLA_C13_SP_GEO_HH_20241203044015_20241203044025/CAPELLA_C13_SP_GEO_HH_20241203044015_20241203044025.json
CAPELLA_C13_SP_SLC_HH_20250509205026_20250509205038,9d9c2748-0252-41d0-aaf1-f10010461b6a,2025-05-09T20:50:32.501216Z,2025-05-09T20:50:30.519973Z,2025-05-09T20:50:34.482460Z,-155.286157445,19.420567995,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,52.1,124.2,0.0,0.0,46.1,0.22,0.44,0.28,0.26,0.41,5042.661326519607,10363.134657416982,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-09/CAPELLA_C13_SP_SLC_HH_20250509205026_20250509205038/CAPELLA_C13_SP_SLC_HH_20250509205026_20250509205038.json
CAPELLA_C14_SP_GEO_HH_20240713124312_20240713124338,99a642cb-0ff6-4eee-aea1-d982a00fe54d,2024-07-13T12:43:25.494731Z,2024-07-13T12:43:13.041152Z,2024-07-13T12:43:37.948311Z,-121.515533565,39.53472571,capella-14,capella,spotlight,X,9.65,HH,ascending,GEO,right,20.6,337.7,0.0,,18.8,0.38,0.56,1.08,0.35,0.35,5044.83045097561,4735.432517162643,1,9,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-07/capella-open-data-2024-07-13/CAPELLA_C14_SP_GEO_HH_20240713124312_20240713124338/CAPELLA_C14_SP_GEO_HH_20240713124312_20240713124338.json
CAPELLA_C13_SP_SLC_HH_20250508010500_20250508010509,50191462-79d0-4bc1-a243-c0667f09c670,2025-05-08T01:05:05.118384Z,2025-05-08T01:05:03.628364Z,2025-05-08T01:05:06.608405Z,122.235859165,-21.754453075,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,29.2,128.8,0.0,-0.2,26.5,0.22,0.44,0.45,0.42,0.41,5029.903121030033,5079.828915930772,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-08/CAPELLA_C13_SP_SLC_HH_20250508010500_20250508010509/CAPELLA_C13_SP_SLC_HH_20250508010500_20250508010509.json
CAPELLA_C09_SP_SLC_HH_20240920060849_20240920060922,0965180a-ce62-409c-b1fa-32a11d0575ee,2024-09-20T06:09:05.311183Z,2024-09-20T06:08:48.881422Z,2024-09-20T06:09:21.740944Z,132.911363235,-12.68416555,capella-9,capella,spotlight,X,9.65,HH,ascending,SLC,left,54.9,136.6,-0.3,,49.2,0.05,0.32,0.06,0.37,0.05,5012.126218056656,4999.648159971843,1,1,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-09/capella-open-data-2024-09-20/CAPELLA_C09_SP_SLC_HH_20240920060849_20240920060922/CAPELLA_C09_SP_SLC_HH_20240920060849_20240920060922.json
CAPELLA_C13_SP_GEO_HH_20250619060130_20250619060140,dc627de1-9a46-4a2a-adec-95369b206678,2025-06-19T06:01:35.475781Z,2025-06-19T06:01:30.670036Z,2025-06-19T06:01:40.281526Z,-118.072547685,34.832668315,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,right,37.2,318.9,0.0,0.1,33.5,0.32,0.56,0.52,0.34,0.34,5011.345061955392,10014.181585898052,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-06/capella-open-data-2025-06-19/CAPELLA_C13_SP_GEO_HH_20250619060130_20250619060140/CAPELLA_C13_SP_GEO_HH_20250619060130_20250619060140.json
CAPELLA_C13_SP_SLC_HH_20250424121055_20250424121108,48c79c0c-74b3-45f0-8d5a-2c1df7956887,2025-04-24T12:11:01.971177Z,2025-04-24T12:10:59.842058Z,2025-04-24T12:11:04.100296Z,-155.28630608999998,19.421467105,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,55.8,50.0,0.0,0.0,49.1,0.22,0.44,0.27,0.25,0.41,4981.071822740288,10198.624424555695,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-04/capella-open-data-2025-04-24/CAPELLA_C13_SP_SLC_HH_20250424121055_20250424121108/CAPELLA_C13_SP_SLC_HH_20250424121055_20250424121108.json
CAPELLA_C13_SP_SLC_HH_20251024152840_20251024152849,dee1c445-4f7e-4faa-9a00-06d96aaed0f2,2025-10-24T15:28:45.065330Z,2025-10-24T15:28:43.473777Z,2025-10-24T15:28:46.656883Z,-121.870479995,37.318881125,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,36.6,38.4,0.0,-0.1,33.0,0.22,0.44,0.37,0.34,0.41,5010.6984887420695,8167.810856684269,1,1,53,spotlight,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-10/capella-open-data-2025-10-24/CAPELLA_C13_SP_SLC_HH_20251024152840_20251024152849/CAPELLA_C13_SP_SLC_HH_20251024152840_20251024152849.json
CAPELLA_C13_SP_GEO_HH_20250919072738_20250919072751,2190a362-162b-4d55-9d8e-0d051ac40142,2025-09-19T07:27:45.288813Z,2025-09-19T07:27:38.897877Z,2025-09-19T07:27:51.679749Z,-155.286236205,19.4214408,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,55.8,49.7,0.0,0.0,49.1,0.32,0.56,0.38,0.25,0.25,4981.664090779421,10089.687986275803,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-09/capella-open-data-2025-09-19/CAPELLA_C13_SP_GEO_HH_20250919072738_20250919072751/CAPELLA_C13_SP_GEO_HH_20250919072738_20250919072751.json
CAPELLA_C13_SP_GEO_HH_20251112022441_20251112022453,f1e3c4b6-a64f-466a-900b-cec64250a0eb,2025-11-12T02:24:47.676937Z,2025-11-12T02:24:41.730047Z,2025-11-12T02:24:53.623828Z,-155.286900345,19.42103785,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,52.1,124.2,0.0,0.0,46.1,0.32,0.56,0.4,0.26,0.26,5043.347225857555,10212.23819267588,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-11/capella-open-data-2025-11-12/CAPELLA_C13_SP_GEO_HH_20251112022441_20251112022453/CAPELLA_C13_SP_GEO_HH_20251112022441_20251112022453.json
CAPELLA_C09_SP_GEO_HH_20230516141625_20230516141653,a6c9b8ee-a65c-4ce5-9cbb-d1bca4da166f,2023-05-16T14:16:39.477243Z,2023-05-16T14:16:25.892005Z,2023-05-16T14:16:53.062482Z,118.77068698,-23.18401808,capella-9,capella,spotlight,X,9.65,HH,descending,GEO,left,34.5,218.0,0.0,,31.2,0.38,0.56,0.67,0.35,0.35,5025.740016291255,5070.445888393699,1,9,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2023/capella-open-data-2023-05/capella-open-data-2023-05-16/CAPELLA_C09_SP_GEO_HH_20230516141625_20230516141653/CAPELLA_C09_SP_GEO_HH_20230516141625_20230516141653.json
CAPELLA_C13_SP_GEO_HH_20250901102729_20250901102738,b30c2543-0cfb-4cdb-9597-b9bd868bb202,2025-09-01T10:27:33.623545Z,2025-09-01T10:27:28.848090Z,2025-09-01T10:27:38.399000Z,-121.870451665,37.31896127,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,36.6,38.4,0.0,-0.1,32.9,0.32,0.56,0.53,0.34,0.34,5010.795698624594,8193.317459874816,1,3,53,spotlight,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-09/capella-open-data-2025-09-01/CAPELLA_C13_SP_GEO_HH_20250901102729_20250901102738/CAPELLA_C13_SP_GEO_HH_20250901102729_20250901102738.json
CAPELLA_C14_SP_SLC_HH_20240821230116_20240821230152,7655a340-f33b-49b9-bb34-39fb875e988b,2024-08-21T23:01:35.924454Z,2024-08-21T23:01:17.586537Z,2024-08-21T23:01:54.262372Z,-121.515787715,39.53440599,capella-14,capella,spotlight,X,9.65,HH,descending,SLC,right,53.1,2.4,0.0,,46.9,0.32,0.05,0.4,0.38,0.05,5010.62233931374,4999.491688635489,1,1,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-08/capella-open-data-2024-08-21/CAPELLA_C14_SP_SLC_HH_20240821230116_20240821230152/CAPELLA_C14_SP_SLC_HH_20240821230116_20240821230152.json
CAPELLA_C09_SP_GEO_HH_20240412024706_20240412024739,67e92133-0876-45f4-b71e-749f968aa15e,2024-04-12T02:47:22.651113Z,2024-04-12T02:47:05.999243Z,2024-04-12T02:47:39.302983Z,132.911626655,-12.684466645,capella-9,capella,spotlight,X,9.65,HH,ascending,GEO,left,51.9,136.7,0.0,,46.3,0.38,0.56,0.48,0.31,0.31,5005.861463151394,5096.044934868634,1,9,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-04/capella-open-data-2024-04-12/CAPELLA_C09_SP_GEO_HH_20240412024706_20240412024739/CAPELLA_C09_SP_GEO_HH_20240412024706_20240412024739.json
