stac_id,collect_id,datetime,start_datetime,end_datetime,center_lon,center_lat,platform,constellation,instrument_mode,frequency_band,center_frequency,polarizations,orbit_state,product_type,observation_direction,incidence_angle,azimuth,squint_angle,layover_angle,look_angle,resolution_range,resolution_azimuth,resolution_ground_range,pixel_spacing_range,pixel_spacing_azimuth,image_length,image_width,looks_range,looks_azimuth,orbital_plane,collection_type
CAPELLA_C13_SP_SLC_HH_20250512194711_20250512194723,54dcf183-4384-40f6-a133-4511b717c790,2025-05-12T19:47:17.803963Z,2025-05-12T19:47:15.823258Z,2025-05-12T19:47:19.784668Z,-155.286168425,19.420575465,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,52.1,124.2,0,0,46.1,0.22,0.44,0.28,0.26,0.41,5042.693235156999,10051.338865517175,1,1,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250511182727_20250511182736,61d768b2-e9a9-4650-b1ec-4d83f0106e38,2025-05-11T18:27:32.048883Z,2025-05-11T18:27:30.488635Z,2025-05-11T18:27:33.609131Z,-0.41495706,38.384557635,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,34.7,37.4,0,-0.1,31.3,0.22,0.44,0.39,0.36,0.41,5013.255042882412,5120.233930828641,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250511194358_20250511194407,56c8be57-6b9d-496a-88b1-914bc9351483,2025-05-11T19:44:03.057762Z,2025-05-11T19:43:58.250360Z,2025-05-11T19:44:07.865164Z,-118.072906465,34.833002109999995,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,right,37.3,318.9,0,0.1,33.6,0.32,0.56,0.52,0.34,0.34,5010.947566087915,10009.528155080054,1,3,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250511000143_20250511000152,afc0184a-9c1d-4437-aa92-9e1c8f2696ae,2025-05-11T00:01:48.362872Z,2025-05-11T00:01:43.889089Z,2025-05-11T00:01:52.836655Z,122.235884225,-21.7545009,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,29.3,128.8,0,-0.2,26.5,0.32,0.56,0.65,0.41,0.41,5029.671758199844,5073.100227386811,1,3,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250511182727_20250511182736,61d768b2-e9a9-4650-b1ec-4d83f0106e38,2025-05-11T18:27:32.048975Z,2025-05-11T18:27:27.365597Z,2025-05-11T18:27:36.732354Z,-0.41506345,38.38432537,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,34.7,37.4,0,-0.1,31.3,0.32,0.56,0.56,0.36,0.36,5013.3831536201615,5103.589174019123,1,3,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250512023135_20250512023144,dbeb535d-89b5-4bb5-b71e-8e0f8337aba1,2025-05-12T02:31:39.735348Z,2025-05-12T02:31:34.959110Z,2025-05-12T02:31:44.511587Z,-121.87045168,37.318960735000005,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,36.6,38.4,0,-0.1,33,0.32,0.56,0.53,0.34,0.34,5010.808060957231,8189.731630984537,1,3,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250511000143_20250511000152,afc0184a-9c1d-4437-aa92-9e1c8f2696ae,2025-05-11T00:01:48.362822Z,2025-05-11T00:01:46.872435Z,2025-05-11T00:01:49.853210Z,122.23585918500001,-21.7544532,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,29.3,128.8,0,-0.2,26.5,0.22,0.44,0.45,0.42,0.41,5029.772937262815,5075.37036452827,1,1,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250509205026_20250509205038,9d9c2748-0252-41d0-aaf1-f10010461b6a,2025-05-09T20:50:32.501216Z,2025-05-09T20:50:30.519973Z,2025-05-09T20:50:34.482460Z,-155.28615744500001,19.420567995,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,52.1,124.2,0,0,46.1,0.22,0.44,0.28,0.26,0.41,5042.6613265196065,10363.134657416982,1,1,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250511194358_20250511194407,56c8be57-6b9d-496a-88b1-914bc9351483,2025-05-11T19:44:03.057665Z,2025-05-11T19:44:01.456094Z,2025-05-11T19:44:04.659237Z,-118.07288282,34.833171195,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,right,37.3,318.9,0,0.1,33.6,0.22,0.44,0.36,0.34,0.41,5010.957266425225,10057.999087552962,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250509205026_20250509205038,9d9c2748-0252-41d0-aaf1-f10010461b6a,2025-05-09T20:50:32.501327Z,2025-05-09T20:50:26.554218Z,2025-05-09T20:50:38.448437Z,-155.286952175,19.421074169999997,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,52.1,124.2,0,0,46.1,0.32,0.56,0.4,0.26,0.26,5043.292617716551,10537.844866963456,1,3,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250509065435_20250509065448,25afe2b9-3f9e-4ed9-8135-ffcd681e81f0,2025-05-09T06:54:42.330551Z,2025-05-09T06:54:40.201050Z,2025-05-09T06:54:44.460053Z,-155.28630520500002,19.421465904999998,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,55.8,49.7,0,0,49.1,0.22,0.44,0.27,0.25,0.41,4981.345460876337,10197.035986241099,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250508204714_20250508204723,68d0d23e-9e00-4f74-a21b-ed610313318b,2025-05-08T20:47:19.109282Z,2025-05-08T20:47:14.301824Z,2025-05-08T20:47:23.916741Z,-118.07290625499999,34.833002085000004,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,right,37.3,318.9,0,0.1,33.6,0.32,0.56,0.52,0.34,0.34,5010.886030208318,10007.423665067268,1,3,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250508193043_20250508193052,065d7470-8a70-4f37-987a-b025718c74ad,2025-05-08T19:30:48.185520Z,2025-05-08T19:30:43.503005Z,2025-05-08T19:30:52.868035Z,-0.415063615,38.384325544999996,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,34.7,37.4,0,-0.1,31.3,0.32,0.56,0.56,0.36,0.36,5013.406328520219,5103.838379854104,1,3,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250509065435_20250509065448,25afe2b9-3f9e-4ed9-8135-ffcd681e81f0,2025-05-09T06:54:42.285343Z,2025-05-09T06:54:35.938474Z,2025-05-09T06:54:48.632212Z,-155.28625693499998,19.421423855,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,55.8,49.7,0,0,49.1,0.32,0.56,0.38,0.25,0.25,4981.602475635946,10088.062730894937,1,3,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250508204714_20250508204723,68d0d23e-9e00-4f74-a21b-ed610313318b,2025-05-08T20:47:19.109234Z,2025-05-08T20:47:17.507693Z,2025-05-08T20:47:20.710776Z,-118.072882585,34.833171039999996,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,right,37.3,318.9,0,0.1,33.6,0.22,0.44,0.36,0.34,0.41,5010.895695786028,10055.851736119843,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250508010500_20250508010509,50191462-79d0-4bc1-a243-c0667f09c670,2025-05-08T01:05:05.118335Z,2025-05-08T01:05:00.645629Z,2025-05-08T01:05:09.591042Z,122.235884355,-21.75450111,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,29.2,128.8,0,-0.2,26.5,0.32,0.56,0.65,0.41,0.41,5029.802067729666,5077.598237357661,1,3,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250509033450_20250509033500,42c8649c-369c-435f-9f49-28bd56c38bc3,2025-05-09T03:34:55.341683Z,2025-05-09T03:34:53.750647Z,2025-05-09T03:34:56.932719Z,-121.87047969,37.318881195,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,36.6,38.4,0,-0.1,33,0.22,0.44,0.37,0.34,0.41,5010.794446299284,8168.983453147732,1,1,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250508193043_20250508193052,065d7470-8a70-4f37-987a-b025718c74ad,2025-05-08T19:30:48.185473Z,2025-05-08T19:30:46.625495Z,2025-05-08T19:30:49.745451Z,-0.414957205,38.384557685000004,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,34.7,37.4,0,-0.1,31.3,0.22,0.44,0.39,0.36,0.41,5013.278571537346,5120.499352486817,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250509033450_20250509033500,42c8649c-369c-435f-9f49-28bd56c38bc3,2025-05-09T03:34:55.341731Z,2025-05-09T03:34:50.565914Z,2025-05-09T03:35:00.117549Z,-121.87045182,37.318960649999994,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,36.6,38.4,0,-0.1,33,0.32,0.56,0.53,0.34,0.34,5010.819544138194,8188.397117173596,1,3,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250508010500_20250508010509,50191462-79d0-4bc1-a243-c0667f09c670,2025-05-08T01:05:05.118384Z,2025-05-08T01:05:03.628364Z,2025-05-08T01:05:06.608405Z,122.235859165,-21.754453075,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,29.2,128.8,0,-0.2,26.5,0.22,0.44,0.45,0.42,0.41,5029.903121030033,5079.8289159307715,1,1,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250506215342_20250506215354,39a85e34-ce6d-423a-9344-2f7532a25494,2025-05-06T21:53:48.815309Z,2025-05-06T21:53:46.834366Z,2025-05-06T21:53:50.796253Z,-155.286168385,19.420575755,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,52.1,123.9,0,0,46.1,0.22,0.44,0.28,0.26,0.41,5042.742588208416,10050.62863399063,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250506075751_20250506075804,eeaa0476-0673-4bed-ba2a-a05853609a7c,2025-05-06T07:57:58.262283Z,2025-05-06T07:57:51.888347Z,2025-05-06T07:58:04.636219Z,-155.28625662000002,19.421423695,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,55.8,49.8,0,-0.1,49.1,0.32,0.56,0.38,0.25,0.25,4981.673487423597,10088.57037285584,1,3,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250506215342_20250506215354,39a85e34-ce6d-423a-9344-2f7532a25494,2025-05-06T21:53:48.815364Z,2025-05-06T21:53:42.868894Z,2025-05-06T21:53:54.761834Z,-155.28692999499998,19.421056425,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,52.1,123.9,0,0,46.1,0.32,0.56,0.4,0.26,0.26,5043.411046506867,10213.703624782696,1,3,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250506043806_20250506043816,1bbbb01d-12ce-4206-91ce-3c36a382e474,2025-05-06T04:38:11.199921Z,2025-05-06T04:38:09.608943Z,2025-05-06T04:38:12.790900Z,-121.870479585,37.3188813,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,36.6,39.1,0,-0.1,33,0.22,0.44,0.37,0.34,0.41,5010.772961580911,8170.039077369482,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250506043806_20250506043816,1bbbb01d-12ce-4206-91ce-3c36a382e474,2025-05-06T04:38:11.200017Z,2025-05-06T04:38:06.424300Z,2025-05-06T04:38:15.975734Z,-121.870451765,37.318960765,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,36.6,39.1,0,-0.1,33,0.32,0.56,0.53,0.34,0.34,5010.798078043699,8189.450074801309,1,3,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250505215030_20250505215039,0ff0b930-815d-4d31-b2cd-4fdfd31f99e6,2025-05-05T21:50:34.849895Z,2025-05-05T21:50:30.042670Z,2025-05-05T21:50:39.657120Z,-118.072904875,34.83300313,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,right,37.3,319,0,0.1,33.6,0.32,0.56,0.52,0.34,0.34,5011.29602393791,10008.407276979357,1,3,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250505020815_20250505020824,8d9ce02d-b257-46dc-a85e-35e4045b0028,2025-05-05T02:08:20.416990Z,2025-05-05T02:08:18.926701Z,2025-05-05T02:08:21.907280Z,122.235858965,-21.75445327,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,29.3,128.7,0,-0.2,26.5,0.22,0.44,0.45,0.42,0.41,5029.760703661006,5078.046197118187,1,1,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250505215030_20250505215039,0ff0b930-815d-4d31-b2cd-4fdfd31f99e6,2025-05-05T21:50:34.849798Z,2025-05-05T21:50:33.248322Z,2025-05-05T21:50:36.451274Z,-118.07288123000001,34.83317218,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,right,37.3,319,0,0.1,33.6,0.22,0.44,0.36,0.34,0.41,5011.305634372759,10056.860956510802,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250505020815_20250505020824,8d9ce02d-b257-46dc-a85e-35e4045b0028,2025-05-05T02:08:20.410918Z,2025-05-05T02:08:15.943740Z,2025-05-05T02:08:24.878096Z,122.23588415,-21.754501195,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,29.3,128.7,0,-0.2,26.5,0.32,0.56,0.65,0.41,0.41,5029.65954907117,5075.797705143863,1,3,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250506075751_20250506075804,eeaa0476-0673-4bed-ba2a-a05853609a7c,2025-05-06T07:57:58.244439Z,2025-05-06T07:57:56.115081Z,2025-05-06T07:58:00.373798Z,-155.28630496,19.421465695000002,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,55.8,49.8,0,-0.1,49.1,0.22,0.44,0.27,0.25,0.41,4981.415497658374,10197.569004504414,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250503225657_20250503225709,6e71d19c-65cd-491a-8ce8-17e9e95d4947,2025-05-03T22:57:04.397764Z,2025-05-03T22:56:58.450646Z,2025-05-03T22:57:10.344882Z,-155.28692985,19.421056395,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,52.1,124.2,0,0,46.1,0.32,0.56,0.4,0.26,0.26,5043.392482586341,10212.667726579984,1,3,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250503090107_20250503090119,afaa97e5-7a3e-48bc-8db1-bb16dd22ecc6,2025-05-03T09:01:13.361499Z,2025-05-03T09:01:11.231560Z,2025-05-03T09:01:15.491438Z,-155.286305145,19.421465655,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,55.8,49.8,0,0,49.1,0.22,0.44,0.27,0.25,0.41,4981.353617711917,10196.693689691669,1,1,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250503054121_20250503054131,f0208521-4a29-494e-a811-88e4b5b88dac,2025-05-03T05:41:26.351392Z,2025-05-03T05:41:24.760196Z,2025-05-03T05:41:27.942589Z,-121.87048010000001,37.318881215000005,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,36.6,38.8,0,-0.1,33,0.22,0.44,0.37,0.34,0.41,5010.666801423935,8167.762888088841,1,1,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250503225657_20250503225709,6e71d19c-65cd-491a-8ce8-17e9e95d4947,2025-05-03T22:57:04.397710Z,2025-05-03T22:57:02.416560Z,2025-05-03T22:57:06.378861Z,-155.286168535,19.420575775,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,52.1,124.2,0,0,46.1,0.22,0.44,0.28,0.26,0.41,5042.724069504676,10049.687244289067,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250503090107_20250503090119,afaa97e5-7a3e-48bc-8db1-bb16dd22ecc6,2025-05-03T09:01:13.361618Z,2025-05-03T09:01:06.968029Z,2025-05-03T09:01:19.755208Z,-155.28625684000002,19.42142365,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,55.8,49.8,0,0,49.1,0.32,0.56,0.38,0.25,0.25,4981.612414322415,10087.732307934373,1,3,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250503014653_20250503014733,dfaf2b30-970d-4b60-bb1f-5a1a14dac7d8,2025-05-03T01:47:13.250010Z,2025-05-03T01:46:53.507550Z,2025-05-03T01:47:32.992471Z,148.84801781,-23.49222987,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,right,51,305.5,0,-0.2,45.1,0.32,0.28,0.41,0.2,0.2,5047.830842263053,5118.44307234742,1,5,53,spotlight_ultra
CAPELLA_C13_SP_GEO_HH_20250503054121_20250503054131,f0208521-4a29-494e-a811-88e4b5b88dac,2025-05-03T05:41:26.351341Z,2025-05-03T05:41:21.575120Z,2025-05-03T05:41:31.127563Z,-121.870452165,37.318960695,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,36.6,38.8,0,-0.1,33,0.32,0.56,0.53,0.34,0.34,5010.691849085677,8187.177345874003,1,3,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250502225345_20250502225355,19de9cd1-08b1-4a19-85c9-08f4f85d15a0,2025-05-02T22:53:50.064843Z,2025-05-02T22:53:45.258290Z,2025-05-02T22:53:54.871397Z,-118.07290513,34.833003225,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,right,37.3,319.2,0,0.1,33.6,0.32,0.56,0.52,0.34,0.34,5011.3166060157,10011.496479037396,1,3,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250503014653_20250503014733,dfaf2b30-970d-4b60-bb1f-5a1a14dac7d8,2025-05-03T01:47:13.242312Z,2025-05-03T01:46:53.327928Z,2025-05-03T01:47:33.156696Z,148.84814874,-23.492217535,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,right,51,305.5,0,-0.2,45.1,0.27,0.05,0.34,0.32,0.04,5010.753036243093,4999.456324541738,1,1,53,spotlight_ultra
CAPELLA_C13_SP_SLC_HH_20250502225345_20250502225355,19de9cd1-08b1-4a19-85c9-08f4f85d15a0,2025-05-02T22:53:50.064748Z,2025-05-02T22:53:48.463554Z,2025-05-02T22:53:51.665942Z,-118.072881525,34.83317246,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,right,37.3,319.2,0,0.1,33.6,0.22,0.44,0.36,0.34,0.41,5011.3258143906305,10060.011002894742,1,1,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250502031131_20250502031140,e170bc79-a87d-4af5-b8c1-84f746d1633a,2025-05-02T03:11:35.625912Z,2025-05-02T03:11:34.135361Z,2025-05-02T03:11:37.116464Z,122.23585911999999,-21.754453265000002,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,29.3,128.8,0,-0.2,26.5,0.22,0.44,0.45,0.42,0.41,5029.70573995501,5075.142517724441,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250502031131_20250502031140,e170bc79-a87d-4af5-b8c1-84f746d1633a,2025-05-02T03:11:35.625904Z,2025-05-02T03:11:31.151654Z,2025-05-02T03:11:40.100155Z,122.23588416499999,-21.75450095,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,29.3,128.8,0,-0.2,26.5,0.32,0.56,0.65,0.41,0.41,5029.604595918303,5072.869600357028,1,3,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250501000014_20250501000026,b1108152-b544-434f-8112-6baad6b2d30d,2025-05-01T00:00:20.382884Z,2025-05-01T00:00:18.401791Z,2025-05-01T00:00:22.363977Z,-155.28616868,19.420575555,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,52.1,124.1,0,0,46.1,0.22,0.44,0.28,0.26,0.41,5042.658524421038,10049.720286678848,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250430064438_20250430064447,65385f4f-e416-4621-9ec3-7d7cb4825d0c,2025-04-30T06:44:42.841816Z,2025-04-30T06:44:38.067077Z,2025-04-30T06:44:47.616555Z,-121.87045197500001,37.31896091,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,36.6,39,0,-0.1,33,0.32,0.56,0.53,0.34,0.34,5010.753120567189,8189.572785459983,1,3,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250429235701_20250429235711,61f6867a-8cc9-4cc6-86ab-67733aadee00,2025-04-29T23:57:06.303132Z,2025-04-29T23:57:01.496040Z,2025-04-29T23:57:11.110225Z,-118.07290509,34.83300312,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,right,37.3,319.5,0,0.1,33.6,0.32,0.56,0.52,0.34,0.34,5011.267453412898,10010.105267721465,1,3,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250430100423_20250430100436,4a91299b-4c24-42eb-b16c-bac7ebf678f0,2025-04-30T10:04:29.967050Z,2025-04-30T10:04:23.575051Z,2025-04-30T10:04:36.359050Z,-155.28625669500002,19.421423824999998,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,55.8,50,0,0,49.1,0.32,0.56,0.38,0.25,0.25,4981.63555108958,10088.684666972047,1,3,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250429235701_20250429235711,61f6867a-8cc9-4cc6-86ab-67733aadee00,2025-04-29T23:57:06.303085Z,2025-04-29T23:57:04.701594Z,2025-04-29T23:57:07.904576Z,-118.072881465,34.833172275,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,right,37.3,319.5,0,0.1,33.6,0.22,0.44,0.36,0.34,0.41,5011.276972538941,10058.592387458713,1,1,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250428010330_20250428010342,f7ba9286-ba20-4a59-907b-b57d5004fb08,2025-04-28T01:03:36.373487Z,2025-04-28T01:03:34.392536Z,2025-04-28T01:03:38.354439Z,-155.28616864,19.420575545,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,52.1,123.8,0,0.1,46.1,0.22,0.44,0.28,0.26,0.41,5042.675648820596,10050.14525984804,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250501000014_20250501000026,b1108152-b544-434f-8112-6baad6b2d30d,2025-05-01T00:00:20.380177Z,2025-05-01T00:00:14.442805Z,2025-05-01T00:00:26.317549Z,-155.28693001,19.42105618,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,52.1,124.1,0,0,46.1,0.32,0.56,0.4,0.26,0.26,5043.3272584225615,10212.702888879314,1,3,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250427110739_20250427110752,3caff47b-bd82-4a2a-91a0-7757f87a7e55,2025-04-27T11:07:45.761365Z,2025-04-27T11:07:39.369689Z,2025-04-27T11:07:52.153042Z,-155.286256635,19.421423965000002,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,55.8,50,0,0,49.1,0.32,0.56,0.38,0.25,0.25,4981.6197791699615,10089.222304440718,1,3,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250429041447_20250429041456,5ca22936-660c-405d-90c3-bea983934735,2025-04-29T04:14:51.721239Z,2025-04-29T04:14:47.247665Z,2025-04-29T04:14:56.194813Z,122.23588440500001,-21.754500805,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,29.3,128.5,0,-0.2,26.5,0.32,0.56,0.65,0.41,0.41,5029.553689953369,5074.411172684473,1,3,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250428010330_20250428010342,f7ba9286-ba20-4a59-907b-b57d5004fb08,2025-04-28T01:03:36.362353Z,2025-04-28T01:03:30.427268Z,2025-04-28T01:03:42.297438Z,-155.2869301,19.421056185,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,52.1,123.8,0,0.1,46.1,0.32,0.56,0.4,0.26,0.26,5043.344461906519,10213.172773916616,1,3,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250430064438_20250430064447,65385f4f-e416-4621-9ec3-7d7cb4825d0c,2025-04-30T06:44:42.843042Z,2025-04-30T06:44:41.251981Z,2025-04-30T06:44:44.434103Z,-121.87047978999999,37.318881434999994,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,36.6,39,0,-0.1,33,0.22,0.44,0.37,0.34,0.41,5010.72799852923,8170.1626559011775,1,1,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250427010016_20250427010026,33b4f224-54c3-4a50-8863-f67cc8171b78,2025-04-27T01:00:21.858015Z,2025-04-27T01:00:20.256718Z,2025-04-27T01:00:23.459312Z,-118.072881775,34.833172495,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,right,37.3,319,0,0.1,33.6,0.22,0.44,0.37,0.34,0.41,5011.255524322816,10061.328235601271,1,1,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250429041447_20250429041456,5ca22936-660c-405d-90c3-bea983934735,2025-04-29T04:14:51.721194Z,2025-04-29T04:14:50.230843Z,2025-04-29T04:14:53.211546Z,122.23585926499999,-21.754452999999998,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,29.3,128.5,0,-0.2,26.5,0.22,0.44,0.45,0.42,0.41,5029.654933456364,5076.674724428078,1,1,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250427110739_20250427110752,3caff47b-bd82-4a2a-91a0-7757f87a7e55,2025-04-27T11:07:45.761309Z,2025-04-27T11:07:43.631983Z,2025-04-27T11:07:47.890635Z,-155.28630507,19.421465904999998,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,55.8,50,0,0,49.1,0.22,0.44,0.27,0.25,0.41,4981.361583318585,10198.25311587224,1,1,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250427074753_20250427074803,b531f263-2212-480e-9782-77abe0ef80b8,2025-04-27T07:47:58.566104Z,2025-04-27T07:47:56.975078Z,2025-04-27T07:48:00.157130Z,-121.87047956500001,37.318881495,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,36.6,38.8,0,-0.1,32.9,0.22,0.44,0.37,0.34,0.41,5010.815296334977,8171.7734066451485,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250427074753_20250427074803,b531f263-2212-480e-9782-77abe0ef80b8,2025-04-27T07:47:58.566102Z,2025-04-27T07:47:53.790342Z,2025-04-27T07:48:03.341862Z,-121.870451825,37.318961045,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,36.6,38.8,0,-0.1,32.9,0.32,0.56,0.53,0.34,0.34,5010.840526148946,8191.174566566429,1,3,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250426051802_20250426051811,f5dbd7ed-c72e-4957-b7cd-e1af5619d209,2025-04-26T05:18:07.048548Z,2025-04-26T05:18:02.574713Z,2025-04-26T05:18:11.522384Z,122.23588433500001,-21.754500805,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,29.3,128.6,0,-0.2,26.5,0.32,0.56,0.65,0.41,0.41,5029.645997097998,5073.227552507612,1,3,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250427010016_20250427010026,33b4f224-54c3-4a50-8863-f67cc8171b78,2025-04-27T01:00:21.858111Z,2025-04-27T01:00:17.051326Z,2025-04-27T01:00:26.664897Z,-118.07290535,34.833003160000004,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,right,37.3,319,0,0.1,33.6,0.32,0.56,0.52,0.34,0.34,5011.246239510428,10012.788891284388,1,3,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250430100423_20250430100436,4a91299b-4c24-42eb-b16c-bac7ebf678f0,2025-04-30T10:04:29.966989Z,2025-04-30T10:04:27.837471Z,2025-04-30T10:04:32.096507Z,-155.28630506000002,19.42146582,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,55.8,50,0,0,49.1,0.22,0.44,0.27,0.25,0.41,4981.377581191149,10197.688483170132,1,1,53,spotlight
