stac_id,super_classe,confianca,center_lat,center_lon,stac_browser_link
CAPELLA_C13_SP_SLC_HH_20250527003500_20250527003513,nao_urbano,0.8033,19.421465665,-155.28630492000002,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-27/CAPELLA_C13_SP_SLC_HH_20250527003500_20250527003513/CAPELLA_C13_SP_SLC_HH_20250527003500_20250527003513.json
CAPELLA_C13_SP_GEO_HH_20250526211515_20250526211524,urbano,0.6086,37.31896086,-121.87045169,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-26/CAPELLA_C13_SP_GEO_HH_20250526211515_20250526211524/CAPELLA_C13_SP_GEO_HH_20250526211515_20250526211524.json
CAPELLA_C13_SP_SLC_HH_20250526211515_20250526211524,urbano,0.6086,37.31888133,-121.87047948,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-26/CAPELLA_C13_SP_SLC_HH_20250526211515_20250526211524/CAPELLA_C13_SP_SLC_HH_20250526211515_20250526211524.json
CAPELLA_C13_SP_GEO_HH_20250527003500_20250527003513,nao_urbano,0.8033,19.4214237,-155.28625652,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-27/CAPELLA_C13_SP_GEO_HH_20250527003500_20250527003513/CAPELLA_C13_SP_GEO_HH_20250527003500_20250527003513.json
CAPELLA_C13_SP_SLC_HH_20250526131107_20250526131117,nao_urbano,0.8004,38.38455749,-0.41495716,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-26/CAPELLA_C13_SP_SLC_HH_20250526131107_20250526131117/CAPELLA_C13_SP_SLC_HH_20250526131107_20250526131117.json
CAPELLA_C13_SP_GEO_HH_20250526131107_20250526131117,nao_urbano,0.8004,38.38432564,-0.41506365,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-26/CAPELLA_C13_SP_GEO_HH_20250526131107_20250526131117/CAPELLA_C13_SP_GEO_HH_20250526131107_20250526131117.json
CAPELLA_C13_SP_GEO_HH_20250526142738_20250526142748,nao_urbano,0.8023,34.83300319,-118.072905025,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-26/CAPELLA_C13_SP_GEO_HH_20250526142738_20250526142748/CAPELLA_C13_SP_GEO_HH_20250526142738_20250526142748.json
CAPELLA_C13_SP_GEO_HH_20250524153407_20250524153419,nao_urbano,1.0,19.421072925,-155.286953135,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-24/CAPELLA_C13_SP_GEO_HH_20250524153407_20250524153419/CAPELLA_C13_SP_GEO_HH_20250524153407_20250524153419.json
CAPELLA_C13_SP_SLC_HH_20250524013815_20250524013828,nao_urbano,1.0,19.421465825,-155.28630535500002,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-24/CAPELLA_C13_SP_SLC_HH_20250524013815_20250524013828/CAPELLA_C13_SP_SLC_HH_20250524013815_20250524013828.json
CAPELLA_C13_SP_GEO_HH_20250524013815_20250524013828,nao_urbano,1.0,19.421423805,-155.28625707,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-24/CAPELLA_C13_SP_GEO_HH_20250524013815_20250524013828/CAPELLA_C13_SP_GEO_HH_20250524013815_20250524013828.json
CAPELLA_C13_SP_SLC_HH_20250524153407_20250524153419,nao_urbano,1.0,19.420566785,-155.28615840499998,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-24/CAPELLA_C13_SP_SLC_HH_20250524153407_20250524153419/CAPELLA_C13_SP_SLC_HH_20250524153407_20250524153419.json
CAPELLA_C13_SP_SLC_HH_20250526142738_20250526142748,nao_urbano,0.8023,34.83317237,-118.07288141,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-26/CAPELLA_C13_SP_SLC_HH_20250526142738_20250526142748/CAPELLA_C13_SP_SLC_HH_20250526142738_20250526142748.json
CAPELLA_C13_SP_GEO_HH_20250523221830_20250523221839,urbano,0.6061,37.318960645,-121.870451975,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-23/CAPELLA_C13_SP_GEO_HH_20250523221830_20250523221839/CAPELLA_C13_SP_GEO_HH_20250523221830_20250523221839.json
CAPELLA_C13_SP_GEO_HH_20250523141423_20250523141432,nao_urbano,0.8005,38.38432523,-0.415063355,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-23/CAPELLA_C13_SP_GEO_HH_20250523141423_20250523141432/CAPELLA_C13_SP_GEO_HH_20250523141423_20250523141432.json
CAPELLA_C13_SP_SLC_HH_20250523141423_20250523141432,nao_urbano,0.8005,38.38455774,-0.41495703,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-23/CAPELLA_C13_SP_SLC_HH_20250523141423_20250523141432/CAPELLA_C13_SP_SLC_HH_20250523141423_20250523141432.json
CAPELLA_C13_SP_SLC_HH_20250521163722_20250521163734,nao_urbano,1.0,19.420568255,-155.286157425,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-21/CAPELLA_C13_SP_SLC_HH_20250521163722_20250521163734/CAPELLA_C13_SP_SLC_HH_20250521163722_20250521163734.json
CAPELLA_C13_SP_GEO_HH_20250521163722_20250521163734,nao_urbano,1.0,19.421074315,-155.28695196,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-21/CAPELLA_C13_SP_GEO_HH_20250521163722_20250521163734/CAPELLA_C13_SP_GEO_HH_20250521163722_20250521163734.json
CAPELLA_C13_SP_GEO_HH_20250521024131_20250521024143,nao_urbano,1.0,19.421423415,-155.28625698000002,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-21/CAPELLA_C13_SP_GEO_HH_20250521024131_20250521024143/CAPELLA_C13_SP_GEO_HH_20250521024131_20250521024143.json
CAPELLA_C13_SP_SLC_HH_20250523221830_20250523221839,urbano,0.6061,37.318881175,-121.87047987,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-23/CAPELLA_C13_SP_SLC_HH_20250523221830_20250523221839/CAPELLA_C13_SP_SLC_HH_20250523221830_20250523221839.json
CAPELLA_C13_SP_SLC_HH_20250523153053_20250523153103,nao_urbano,0.8018,34.83317266,-118.072881985,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-23/CAPELLA_C13_SP_SLC_HH_20250523153053_20250523153103/CAPELLA_C13_SP_SLC_HH_20250523153053_20250523153103.json
CAPELLA_C13_SP_GEO_HH_20250523153053_20250523153103,nao_urbano,0.8018,34.83300318,-118.07290552,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-23/CAPELLA_C13_SP_GEO_HH_20250523153053_20250523153103/CAPELLA_C13_SP_GEO_HH_20250523153053_20250523153103.json
CAPELLA_C13_SP_SLC_HH_20250520232145_20250520232155,urbano,0.6065,37.31888096,-121.870480085,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-20/CAPELLA_C13_SP_SLC_HH_20250520232145_20250520232155/CAPELLA_C13_SP_SLC_HH_20250520232145_20250520232155.json
CAPELLA_C13_SP_SLC_HH_20250521024131_20250521024143,nao_urbano,1.0,19.421465475,-155.28630517,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-21/CAPELLA_C13_SP_SLC_HH_20250521024131_20250521024143/CAPELLA_C13_SP_SLC_HH_20250521024131_20250521024143.json
CAPELLA_C13_SP_SLC_HH_20250520163409_20250520163418,nao_urbano,0.8014,34.83317174,-118.07288344,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-20/CAPELLA_C13_SP_SLC_HH_20250520163409_20250520163418/CAPELLA_C13_SP_SLC_HH_20250520163409_20250520163418.json
CAPELLA_C13_SP_SLC_HH_20250520151738_20250520151747,nao_urbano,1.0,38.38455787,-0.41495685,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-20/CAPELLA_C13_SP_SLC_HH_20250520151738_20250520151747/CAPELLA_C13_SP_SLC_HH_20250520151738_20250520151747.json
CAPELLA_C13_SP_GEO_HH_20250520232145_20250520232155,urbano,0.6065,37.31896044,-121.87045211,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-20/CAPELLA_C13_SP_GEO_HH_20250520232145_20250520232155/CAPELLA_C13_SP_GEO_HH_20250520232145_20250520232155.json
CAPELLA_C13_SP_GEO_HH_20250520163409_20250520163418,nao_urbano,0.8014,34.833002234999995,-118.072907,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-20/CAPELLA_C13_SP_GEO_HH_20250520163409_20250520163418/CAPELLA_C13_SP_GEO_HH_20250520163409_20250520163418.json
CAPELLA_C13_SP_SLC_HH_20250519205155_20250519205204,nao_urbano,1.0,-21.754453175,122.235859135,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-19/CAPELLA_C13_SP_SLC_HH_20250519205155_20250519205204/CAPELLA_C13_SP_SLC_HH_20250519205155_20250519205204.json
CAPELLA_C13_SP_GEO_HH_20250518174037_20250518174049,nao_urbano,1.0,19.42107401,-155.28695189,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-18/CAPELLA_C13_SP_GEO_HH_20250518174037_20250518174049/CAPELLA_C13_SP_GEO_HH_20250518174037_20250518174049.json
CAPELLA_C13_SP_GEO_HH_20250519205155_20250519205204,nao_urbano,1.0,-21.754500715,122.23588416,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-19/CAPELLA_C13_SP_GEO_HH_20250519205155_20250519205204/CAPELLA_C13_SP_GEO_HH_20250519205155_20250519205204.json
CAPELLA_C13_SP_GEO_HH_20250517162054_20250517162104,nao_urbano,0.8021,38.384325115,-0.41506319,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-17/CAPELLA_C13_SP_GEO_HH_20250517162054_20250517162104/CAPELLA_C13_SP_GEO_HH_20250517162054_20250517162104.json
CAPELLA_C13_SP_SLC_HH_20250518174037_20250518174049,nao_urbano,1.0,19.42056819,-155.28615787,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-18/CAPELLA_C13_SP_SLC_HH_20250518174037_20250518174049/CAPELLA_C13_SP_SLC_HH_20250518174037_20250518174049.json
CAPELLA_C13_SP_GEO_HH_20250520151738_20250520151747,nao_urbano,1.0,38.384324915,-0.415063075,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-20/CAPELLA_C13_SP_GEO_HH_20250520151738_20250520151747/CAPELLA_C13_SP_GEO_HH_20250520151738_20250520151747.json
CAPELLA_C13_SP_SLC_HH_20250518034447_20250518034500,nao_urbano,1.0,19.421465515,-155.286305185,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-18/CAPELLA_C13_SP_SLC_HH_20250518034447_20250518034500/CAPELLA_C13_SP_SLC_HH_20250518034447_20250518034500.json
CAPELLA_C13_SP_SLC_HH_20250517173725_20250517173735,nao_urbano,1.0,34.83317253,-118.072881515,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-17/CAPELLA_C13_SP_SLC_HH_20250517173725_20250517173735/CAPELLA_C13_SP_SLC_HH_20250517173725_20250517173735.json
CAPELLA_C13_SP_GEO_HH_20250518002502_20250518002511,urbano,0.6084,37.318960405,-121.87045196,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-18/CAPELLA_C13_SP_GEO_HH_20250518002502_20250518002511/CAPELLA_C13_SP_GEO_HH_20250518002502_20250518002511.json
CAPELLA_C13_SP_GEO_HH_20250517173725_20250517173735,nao_urbano,1.0,34.833003270000006,-118.07290511,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-17/CAPELLA_C13_SP_GEO_HH_20250517173725_20250517173735/CAPELLA_C13_SP_GEO_HH_20250517173725_20250517173735.json
CAPELLA_C13_SP_GEO_HH_20250518034447_20250518034500,nao_urbano,1.0,19.42142343,-155.28625702,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-18/CAPELLA_C13_SP_GEO_HH_20250518034447_20250518034500/CAPELLA_C13_SP_GEO_HH_20250518034447_20250518034500.json
CAPELLA_C13_SP_SLC_HH_20250518002502_20250518002511,urbano,0.6084,37.318880935,-121.870479925,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-18/CAPELLA_C13_SP_SLC_HH_20250518002502_20250518002511/CAPELLA_C13_SP_SLC_HH_20250518002502_20250518002511.json
CAPELLA_C13_SP_GEO_HH_20250516215512_20250516215521,nao_urbano,1.0,-21.754501005,122.235884275,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-16/CAPELLA_C13_SP_GEO_HH_20250516215512_20250516215521/CAPELLA_C13_SP_GEO_HH_20250516215512_20250516215521.json
CAPELLA_C13_SP_SLC_HH_20250517162054_20250517162104,nao_urbano,0.8021,38.384557685,-0.41495688,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-17/CAPELLA_C13_SP_SLC_HH_20250517162054_20250517162104/CAPELLA_C13_SP_SLC_HH_20250517162054_20250517162104.json
CAPELLA_C13_SP_SLC_HH_20250515184355_20250515184407,nao_urbano,1.0,19.420575515,-155.28616869,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-15/CAPELLA_C13_SP_SLC_HH_20250515184355_20250515184407/CAPELLA_C13_SP_SLC_HH_20250515184355_20250515184407.json
CAPELLA_C13_SP_SLC_HH_20250516215512_20250516215521,nao_urbano,1.0,-21.75445313,122.235859105,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-16/CAPELLA_C13_SP_SLC_HH_20250516215512_20250516215521/CAPELLA_C13_SP_SLC_HH_20250516215512_20250516215521.json
CAPELLA_C13_SP_GEO_HH_20250515184355_20250515184407,nao_urbano,1.0,19.421056145,-155.28693006999998,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-15/CAPELLA_C13_SP_GEO_HH_20250515184355_20250515184407/CAPELLA_C13_SP_GEO_HH_20250515184355_20250515184407.json
CAPELLA_C13_SP_SLC_HH_20250515044803_20250515044816,nao_urbano,1.0,19.42146556,-155.286305105,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-15/CAPELLA_C13_SP_SLC_HH_20250515044803_20250515044816/CAPELLA_C13_SP_SLC_HH_20250515044803_20250515044816.json
CAPELLA_C13_SP_GEO_HH_20250515044803_20250515044816,nao_urbano,1.0,19.42142353,-155.286256845,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-15/CAPELLA_C13_SP_GEO_HH_20250515044803_20250515044816/CAPELLA_C13_SP_GEO_HH_20250515044803_20250515044816.json
CAPELLA_C13_SP_GEO_HH_20250515012818_20250515012828,urbano,0.6078,37.318960445,-121.87045181,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-15/CAPELLA_C13_SP_GEO_HH_20250515012818_20250515012828/CAPELLA_C13_SP_GEO_HH_20250515012818_20250515012828.json
CAPELLA_C13_SP_SLC_HH_20250515012818_20250515012828,urbano,0.6078,37.318880955,-121.87047976,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-15/CAPELLA_C13_SP_SLC_HH_20250515012818_20250515012828/CAPELLA_C13_SP_SLC_HH_20250515012818_20250515012828.json
CAPELLA_C13_SP_GEO_HH_20250514172410_20250514172420,nao_urbano,1.0,38.38432515,-0.415063265,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-14/CAPELLA_C13_SP_GEO_HH_20250514172410_20250514172420/CAPELLA_C13_SP_GEO_HH_20250514172410_20250514172420.json
CAPELLA_C13_SP_SLC_HH_20250514172410_20250514172420,nao_urbano,1.0,38.38455775,-0.414956955,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-14/CAPELLA_C13_SP_SLC_HH_20250514172410_20250514172420/CAPELLA_C13_SP_SLC_HH_20250514172410_20250514172420.json
CAPELLA_C13_SP_SLC_HH_20250512055120_20250512055133,nao_urbano,1.0,19.42146569,-155.286304885,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-12/CAPELLA_C13_SP_SLC_HH_20250512055120_20250512055133/CAPELLA_C13_SP_SLC_HH_20250512055120_20250512055133.json
CAPELLA_C13_SP_GEO_HH_20250514184041_20250514184051,nao_urbano,1.0,34.83300322,-118.07290514,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-14/CAPELLA_C13_SP_GEO_HH_20250514184041_20250514184051/CAPELLA_C13_SP_GEO_HH_20250514184041_20250514184051.json
CAPELLA_C13_SP_GEO_HH_20250512194711_20250512194723,nao_urbano,1.0,19.421056195,-155.28693029,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-12/CAPELLA_C13_SP_GEO_HH_20250512194711_20250512194723/CAPELLA_C13_SP_GEO_HH_20250512194711_20250512194723.json
CAPELLA_C13_SP_SLC_HH_20250513225828_20250513225837,nao_urbano,1.0,-21.754453305,122.23585899,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-13/CAPELLA_C13_SP_SLC_HH_20250513225828_20250513225837/CAPELLA_C13_SP_SLC_HH_20250513225828_20250513225837.json
CAPELLA_C13_SP_GEO_HH_20250512055120_20250512055133,nao_urbano,1.0,19.42142373,-155.28625646,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-12/CAPELLA_C13_SP_GEO_HH_20250512055120_20250512055133/CAPELLA_C13_SP_GEO_HH_20250512055120_20250512055133.json
CAPELLA_C13_SP_SLC_HH_20250514184041_20250514184051,nao_urbano,1.0,34.83317244,-118.07288153,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-14/CAPELLA_C13_SP_SLC_HH_20250514184041_20250514184051/CAPELLA_C13_SP_SLC_HH_20250514184041_20250514184051.json
CAPELLA_C13_SP_GEO_HH_20250513225828_20250513225837,nao_urbano,1.0,-21.754501125,122.235884135,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-13/CAPELLA_C13_SP_GEO_HH_20250513225828_20250513225837/CAPELLA_C13_SP_GEO_HH_20250513225828_20250513225837.json
CAPELLA_C13_SP_SLC_HH_20250512023135_20250512023144,urbano,0.6087,37.31888124,-121.8704795,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-12/CAPELLA_C13_SP_SLC_HH_20250512023135_20250512023144/CAPELLA_C13_SP_SLC_HH_20250512023135_20250512023144.json
CAPELLA_C13_SP_SLC_HH_20250512194711_20250512194723,nao_urbano,1.0,19.420575465,-155.286168425,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-12/CAPELLA_C13_SP_SLC_HH_20250512194711_20250512194723/CAPELLA_C13_SP_SLC_HH_20250512194711_20250512194723.json
CAPELLA_C13_SP_SLC_HH_20250511182727_20250511182736,nao_urbano,1.0,38.384557635,-0.41495706,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-11/CAPELLA_C13_SP_SLC_HH_20250511182727_20250511182736/CAPELLA_C13_SP_SLC_HH_20250511182727_20250511182736.json
CAPELLA_C13_SP_GEO_HH_20250511194358_20250511194407,nao_urbano,1.0,34.833002109999995,-118.072906465,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-11/CAPELLA_C13_SP_GEO_HH_20250511194358_20250511194407/CAPELLA_C13_SP_GEO_HH_20250511194358_20250511194407.json
CAPELLA_C13_SP_GEO_HH_20250511000143_20250511000152,nao_urbano,1.0,-21.7545009,122.235884225,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-11/CAPELLA_C13_SP_GEO_HH_20250511000143_20250511000152/CAPELLA_C13_SP_GEO_HH_20250511000143_20250511000152.json
CAPELLA_C13_SP_GEO_HH_20250511182727_20250511182736,nao_urbano,1.0,38.38432537,-0.41506345,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-11/CAPELLA_C13_SP_GEO_HH_20250511182727_20250511182736/CAPELLA_C13_SP_GEO_HH_20250511182727_20250511182736.json
CAPELLA_C13_SP_GEO_HH_20250512023135_20250512023144,urbano,0.6087,37.318960735000005,-121.87045168,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-12/CAPELLA_C13_SP_GEO_HH_20250512023135_20250512023144/CAPELLA_C13_SP_GEO_HH_20250512023135_20250512023144.json
CAPELLA_C13_SP_SLC_HH_20250511000143_20250511000152,nao_urbano,1.0,-21.7544532,122.235859185,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-11/CAPELLA_C13_SP_SLC_HH_20250511000143_20250511000152/CAPELLA_C13_SP_SLC_HH_20250511000143_20250511000152.json
